Score,Text,Tokens,Preprocessed_Text
4,mccanns instant oatmeal is great if you must have your oatmeal but can only scrape together two or three minutes to prepare it there is no escaping the fact however that even the best instant oatmeal is nowhere near as good as even a store brand of oatmeal requiring stovetop preparation still the mccanns is as good as it gets for instant oatmeal its even better than the organic allnatural brands i have tried all the varieties in the mccanns variety pack taste good it can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issuemccanns use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product real sugar tastes better and is not as harmful as the other stuff one thing i do not like though is mccanns use of thickeners oats plus water plus heat should make a creamy tasty oatmeal without the need for guar gum but this is a convenience product maybe the guar gum is why after sitting in the bowl a while the instant mccanns becomes too thick and gluey,"['mccanns', 'instant', 'oatmeal', 'is', 'great', 'if', 'you', 'must', 'have', 'your', 'oatmeal', 'but', 'can', 'only', 'scrape', 'together', 'two', 'or', 'three', 'minute', 'to', 'prepare', 'it', 'there', 'is', 'no', 'escaping', 'the', 'fact', 'however', 'that', 'even', 'the', 'best', 'instant', 'oatmeal', 'is', 'nowhere', 'near', 'a', 'good', 'a', 'even', 'a', 'store', 'brand', 'of', 'oatmeal', 'requiring', 'stovetop', 'preparation', 'still', 'the', 'mccanns', 'is', 'a', 'good', 'a', 'it', 'get', 'for', 'instant', 'oatmeal', 'it', 'even', 'better', 'than', 'the', 'organic', 'allnatural', 'brand', 'i', 'have', 'tried', 'all', 'the', 'variety', 'in', 'the', 'mccanns', 'variety', 'pack', 'taste', 'good', 'it', 'can', 'be', 'prepared', 'in', 'the', 'microwave', 'or', 'by', 'adding', 'boiling', 'water', 'so', 'it', 'is', 'convenient', 'in', 'the', 'extreme', 'when', 'time', 'is', 'an', 'issuemccanns', 'use', 'of', 'actual', 'cane', 'sugar', 'instead', 'of', 'high', 'fructose', 'corn', 'syrup', 'helped', 'me', 'decide', 'to', 'buy', 'this', 'product', 'real', 'sugar', 'taste', 'better', 'and', 'is', 'not', 'a', 'harmful', 'a', 'the', 'other', 'stuff', 'one', 'thing', 'i', 'do', 'not', 'like', 'though', 'is', 'mccanns', 'use', 'of', 'thickener', 'oat', 'plus', 'water', 'plus', 'heat', 'should', 'make', 'a', 'creamy', 'tasty', 'oatmeal', 'without', 'the', 'need', 'for', 'guar', 'gum', 'but', 'this', 'is', 'a', 'convenience', 'product', 'maybe', 'the', 'guar', 'gum', 'is', 'why', 'after', 'sitting', 'in', 'the', 'bowl', 'a', 'while', 'the', 'instant', 'mccanns', 'becomes', 'too', 'thick', 'and', 'gluey']",mccanns instant oatmeal is great if you must have your oatmeal but can only scrape together two or three minute to prepare it there is no escaping the fact however that even the best instant oatmeal is nowhere near a good a even a store brand of oatmeal requiring stovetop preparation still the mccanns is a good a it get for instant oatmeal it even better than the organic allnatural brand i have tried all the variety in the mccanns variety pack taste good it can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issuemccanns use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product real sugar taste better and is not a harmful a the other stuff one thing i do not like though is mccanns use of thickener oat plus water plus heat should make a creamy tasty oatmeal without the need for guar gum but this is a convenience product maybe the guar gum is why after sitting in the bowl a while the instant mccanns becomes too thick and gluey
4,this is a good instant oatmeal from the best oatmeal brand it uses cane sugar instead of high fructouse corn syrup so not only does it have a better sweetness but some doctors now say that this form of sugar is better for you great on a cold morning when you dont have time to make mccanns steel cut oats the apple cinnamon is the best but the maple and brown sugar or the regular are good too plus they dont require doctoring to actually tell the three flavors apart,"['this', 'is', 'a', 'good', 'instant', 'oatmeal', 'from', 'the', 'best', 'oatmeal', 'brand', 'it', 'us', 'cane', 'sugar', 'instead', 'of', 'high', 'fructouse', 'corn', 'syrup', 'so', 'not', 'only', 'doe', 'it', 'have', 'a', 'better', 'sweetness', 'but', 'some', 'doctor', 'now', 'say', 'that', 'this', 'form', 'of', 'sugar', 'is', 'better', 'for', 'you', 'great', 'on', 'a', 'cold', 'morning', 'when', 'you', 'dont', 'have', 'time', 'to', 'make', 'mccanns', 'steel', 'cut', 'oat', 'the', 'apple', 'cinnamon', 'is', 'the', 'best', 'but', 'the', 'maple', 'and', 'brown', 'sugar', 'or', 'the', 'regular', 'are', 'good', 'too', 'plus', 'they', 'dont', 'require', 'doctoring', 'to', 'actually', 'tell', 'the', 'three', 'flavor', 'apart']",this is a good instant oatmeal from the best oatmeal brand it us cane sugar instead of high fructouse corn syrup so not only doe it have a better sweetness but some doctor now say that this form of sugar is better for you great on a cold morning when you dont have time to make mccanns steel cut oat the apple cinnamon is the best but the maple and brown sugar or the regular are good too plus they dont require doctoring to actually tell the three flavor apart
5,instant oatmeal can become soggy the minute the water hits the bowl mccanns instant oatmeal holds its texture has excellent flavor and is good for you all at the same time mccanns regular oat meal is excellent too but may take a bit longer to prepare than most have time for in the morning this is the best instant brand ive ever eaten and a very close second to the noninstant varietymccanns instant irish oatmeal variety pack of regular apples cinnamon and maple brown sugar count boxes pack of,"['instant', 'oatmeal', 'can', 'become', 'soggy', 'the', 'minute', 'the', 'water', 'hit', 'the', 'bowl', 'mccanns', 'instant', 'oatmeal', 'hold', 'it', 'texture', 'ha', 'excellent', 'flavor', 'and', 'is', 'good', 'for', 'you', 'all', 'at', 'the', 'same', 'time', 'mccanns', 'regular', 'oat', 'meal', 'is', 'excellent', 'too', 'but', 'may', 'take', 'a', 'bit', 'longer', 'to', 'prepare', 'than', 'most', 'have', 'time', 'for', 'in', 'the', 'morning', 'this', 'is', 'the', 'best', 'instant', 'brand', 'ive', 'ever', 'eaten', 'and', 'a', 'very', 'close', 'second', 'to', 'the', 'noninstant', 'varietymccanns', 'instant', 'irish', 'oatmeal', 'variety', 'pack', 'of', 'regular', 'apple', 'cinnamon', 'and', 'maple', 'brown', 'sugar', 'count', 'box', 'pack', 'of']",instant oatmeal can become soggy the minute the water hit the bowl mccanns instant oatmeal hold it texture ha excellent flavor and is good for you all at the same time mccanns regular oat meal is excellent too but may take a bit longer to prepare than most have time for in the morning this is the best instant brand ive ever eaten and a very close second to the noninstant varietymccanns instant irish oatmeal variety pack of regular apple cinnamon and maple brown sugar count box pack of
4,mccanns instant irish oatmeal variety pack of regular apples cinnamon and maple brown sugar count boxes pack of im a fan of the mccanns steelcut oats so i thought id give the instant variety a try i found it to be a hardy meal not too sweet and great for folks like me postbariatric surgery who need food that is palatable easily digestible with fiber but wont make you bloat,"['mccanns', 'instant', 'irish', 'oatmeal', 'variety', 'pack', 'of', 'regular', 'apple', 'cinnamon', 'and', 'maple', 'brown', 'sugar', 'count', 'box', 'pack', 'of', 'im', 'a', 'fan', 'of', 'the', 'mccanns', 'steelcut', 'oat', 'so', 'i', 'thought', 'id', 'give', 'the', 'instant', 'variety', 'a', 'try', 'i', 'found', 'it', 'to', 'be', 'a', 'hardy', 'meal', 'not', 'too', 'sweet', 'and', 'great', 'for', 'folk', 'like', 'me', 'postbariatric', 'surgery', 'who', 'need', 'food', 'that', 'is', 'palatable', 'easily', 'digestible', 'with', 'fiber', 'but', 'wont', 'make', 'you', 'bloat']",mccanns instant irish oatmeal variety pack of regular apple cinnamon and maple brown sugar count box pack of im a fan of the mccanns steelcut oat so i thought id give the instant variety a try i found it to be a hardy meal not too sweet and great for folk like me postbariatric surgery who need food that is palatable easily digestible with fiber but wont make you bloat
5,for those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store i love mccanns instant oatmeal all flavorsthanksabby,"['for', 'those', 'of', 'u', 'with', 'celiac', 'disease', 'this', 'product', 'is', 'a', 'lifesaver', 'and', 'what', 'could', 'be', 'better', 'than', 'getting', 'it', 'at', 'almost', 'half', 'the', 'price', 'of', 'the', 'grocery', 'or', 'health', 'food', 'store', 'i', 'love', 'mccanns', 'instant', 'oatmeal', 'all', 'flavorsthanksabby']",for those of u with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store i love mccanns instant oatmeal all flavorsthanksabby
5,what else do you need to know oatmeal instant make it with a half cup of lowfat milk and add raisinsnuke for seconds more expensive than kroger store brand oatmeal and maybe a little tastier or better texture or something its still just oatmeal mmm convenient,"['what', 'else', 'do', 'you', 'need', 'to', 'know', 'oatmeal', 'instant', 'make', 'it', 'with', 'a', 'half', 'cup', 'of', 'lowfat', 'milk', 'and', 'add', 'raisinsnuke', 'for', 'second', 'more', 'expensive', 'than', 'kroger', 'store', 'brand', 'oatmeal', 'and', 'maybe', 'a', 'little', 'tastier', 'or', 'better', 'texture', 'or', 'something', 'it', 'still', 'just', 'oatmeal', 'mmm', 'convenient']",what else do you need to know oatmeal instant make it with a half cup of lowfat milk and add raisinsnuke for second more expensive than kroger store brand oatmeal and maybe a little tastier or better texture or something it still just oatmeal mmm convenient
4,i was visiting my friend nate the other morning for coffee he came out of his storage room with a packet of mccanns instant irish oatmeal he suggested that i try it for my own use in my stash sometimes nate dose not give you a chance to say no so i ended up trying the apple and cinn found it to be very tastefull when made with water or powdered milk it goes good with oj and coffee and a slice of toast and your ready to take on the worldor the day at least jerry reith,"['i', 'wa', 'visiting', 'my', 'friend', 'nate', 'the', 'other', 'morning', 'for', 'coffee', 'he', 'came', 'out', 'of', 'his', 'storage', 'room', 'with', 'a', 'packet', 'of', 'mccanns', 'instant', 'irish', 'oatmeal', 'he', 'suggested', 'that', 'i', 'try', 'it', 'for', 'my', 'own', 'use', 'in', 'my', 'stash', 'sometimes', 'nate', 'dose', 'not', 'give', 'you', 'a', 'chance', 'to', 'say', 'no', 'so', 'i', 'ended', 'up', 'trying', 'the', 'apple', 'and', 'cinn', 'found', 'it', 'to', 'be', 'very', 'tastefull', 'when', 'made', 'with', 'water', 'or', 'powdered', 'milk', 'it', 'go', 'good', 'with', 'oj', 'and', 'coffee', 'and', 'a', 'slice', 'of', 'toast', 'and', 'your', 'ready', 'to', 'take', 'on', 'the', 'worldor', 'the', 'day', 'at', 'least', 'jerry', 'reith']",i wa visiting my friend nate the other morning for coffee he came out of his storage room with a packet of mccanns instant irish oatmeal he suggested that i try it for my own use in my stash sometimes nate dose not give you a chance to say no so i ended up trying the apple and cinn found it to be very tastefull when made with water or powdered milk it go good with oj and coffee and a slice of toast and your ready to take on the worldor the day at least jerry reith
5,i ordered this for my wife as it was reccomended by our daughter she has this almost every morning and likes all flavors shes happy im happymccanns instant irish oatmeal variety pack of regular apples cinnamon and maple brown sugar count boxes pack of,"['i', 'ordered', 'this', 'for', 'my', 'wife', 'a', 'it', 'wa', 'reccomended', 'by', 'our', 'daughter', 'she', 'ha', 'this', 'almost', 'every', 'morning', 'and', 'like', 'all', 'flavor', 'shes', 'happy', 'im', 'happymccanns', 'instant', 'irish', 'oatmeal', 'variety', 'pack', 'of', 'regular', 'apple', 'cinnamon', 'and', 'maple', 'brown', 'sugar', 'count', 'box', 'pack', 'of']",i ordered this for my wife a it wa reccomended by our daughter she ha this almost every morning and like all flavor shes happy im happymccanns instant irish oatmeal variety pack of regular apple cinnamon and maple brown sugar count box pack of
5,the variety packs taste greati have them every morning at cents per meal i dont understand why everyone on earth isnt buying this stuff upmaple and brown sugar is terrific followed by apples and cinnamon followed by regular you dont get tired of the same ole thing and they taste greati just boil water from a small pot empty the packet or in a bowl pour in boiling water and watch it expand to x its sizetaste really good and takes minutes to preparenot sure why everyone on earth isnt this convenient healthy very quick excellent quality and extremely cheap,"['the', 'variety', 'pack', 'taste', 'greati', 'have', 'them', 'every', 'morning', 'at', 'cent', 'per', 'meal', 'i', 'dont', 'understand', 'why', 'everyone', 'on', 'earth', 'isnt', 'buying', 'this', 'stuff', 'upmaple', 'and', 'brown', 'sugar', 'is', 'terrific', 'followed', 'by', 'apple', 'and', 'cinnamon', 'followed', 'by', 'regular', 'you', 'dont', 'get', 'tired', 'of', 'the', 'same', 'ole', 'thing', 'and', 'they', 'taste', 'greati', 'just', 'boil', 'water', 'from', 'a', 'small', 'pot', 'empty', 'the', 'packet', 'or', 'in', 'a', 'bowl', 'pour', 'in', 'boiling', 'water', 'and', 'watch', 'it', 'expand', 'to', 'x', 'it', 'sizetaste', 'really', 'good', 'and', 'take', 'minute', 'to', 'preparenot', 'sure', 'why', 'everyone', 'on', 'earth', 'isnt', 'this', 'convenient', 'healthy', 'very', 'quick', 'excellent', 'quality', 'and', 'extremely', 'cheap']",the variety pack taste greati have them every morning at cent per meal i dont understand why everyone on earth isnt buying this stuff upmaple and brown sugar is terrific followed by apple and cinnamon followed by regular you dont get tired of the same ole thing and they taste greati just boil water from a small pot empty the packet or in a bowl pour in boiling water and watch it expand to x it sizetaste really good and take minute to preparenot sure why everyone on earth isnt this convenient healthy very quick excellent quality and extremely cheap
5,mccanns makes oatmeal for every oatmeal connoisseur whether one likes it from the raw pellet state that cooks for half an hour to the sloth addled instant which can be done in the microwave for under three minutes its all good thats for sure and the beauty of the instant variety is that it is available in different flavors as well as regular this variety pack allows different tastes to be explored as well as giving you a chance to experience the difference between mccanns and other wellknown oatmeals what i personally like about mccanns is that it cooks up thicker and with more body than the top brand here in america the apples cinnamon though tends to be a little liquidy so you may want to experiment with the amount of water you add in my watt microwave the oatmeal cooks up in about one minute and twentyseven seconds so you should also watch that to get a handle on how much time and water to use the only bad thing if you can consider it a bad thing about this offering is that you have to buy in lot so youll end up with six tencount boxes this is good if you have a whole family of oatmealeaters but if youre a single person alone well love oatmeal,"['mccanns', 'make', 'oatmeal', 'for', 'every', 'oatmeal', 'connoisseur', 'whether', 'one', 'like', 'it', 'from', 'the', 'raw', 'pellet', 'state', 'that', 'cook', 'for', 'half', 'an', 'hour', 'to', 'the', 'sloth', 'addled', 'instant', 'which', 'can', 'be', 'done', 'in', 'the', 'microwave', 'for', 'under', 'three', 'minute', 'it', 'all', 'good', 'thats', 'for', 'sure', 'and', 'the', 'beauty', 'of', 'the', 'instant', 'variety', 'is', 'that', 'it', 'is', 'available', 'in', 'different', 'flavor', 'a', 'well', 'a', 'regular', 'this', 'variety', 'pack', 'allows', 'different', 'taste', 'to', 'be', 'explored', 'a', 'well', 'a', 'giving', 'you', 'a', 'chance', 'to', 'experience', 'the', 'difference', 'between', 'mccanns', 'and', 'other', 'wellknown', 'oatmeal', 'what', 'i', 'personally', 'like', 'about', 'mccanns', 'is', 'that', 'it', 'cook', 'up', 'thicker', 'and', 'with', 'more', 'body', 'than', 'the', 'top', 'brand', 'here', 'in', 'america', 'the', 'apple', 'cinnamon', 'though', 'tends', 'to', 'be', 'a', 'little', 'liquidy', 'so', 'you', 'may', 'want', 'to', 'experiment', 'with', 'the', 'amount', 'of', 'water', 'you', 'add', 'in', 'my', 'watt', 'microwave', 'the', 'oatmeal', 'cook', 'up', 'in', 'about', 'one', 'minute', 'and', 'twentyseven', 'second', 'so', 'you', 'should', 'also', 'watch', 'that', 'to', 'get', 'a', 'handle', 'on', 'how', 'much', 'time', 'and', 'water', 'to', 'use', 'the', 'only', 'bad', 'thing', 'if', 'you', 'can', 'consider', 'it', 'a', 'bad', 'thing', 'about', 'this', 'offering', 'is', 'that', 'you', 'have', 'to', 'buy', 'in', 'lot', 'so', 'youll', 'end', 'up', 'with', 'six', 'tencount', 'box', 'this', 'is', 'good', 'if', 'you', 'have', 'a', 'whole', 'family', 'of', 'oatmealeaters', 'but', 'if', 'youre', 'a', 'single', 'person', 'alone', 'well', 'love', 'oatmeal']",mccanns make oatmeal for every oatmeal connoisseur whether one like it from the raw pellet state that cook for half an hour to the sloth addled instant which can be done in the microwave for under three minute it all good thats for sure and the beauty of the instant variety is that it is available in different flavor a well a regular this variety pack allows different taste to be explored a well a giving you a chance to experience the difference between mccanns and other wellknown oatmeal what i personally like about mccanns is that it cook up thicker and with more body than the top brand here in america the apple cinnamon though tends to be a little liquidy so you may want to experiment with the amount of water you add in my watt microwave the oatmeal cook up in about one minute and twentyseven second so you should also watch that to get a handle on how much time and water to use the only bad thing if you can consider it a bad thing about this offering is that you have to buy in lot so youll end up with six tencount box this is good if you have a whole family of oatmealeaters but if youre a single person alone well love oatmeal
